inventory_state,entry_id,entry_kind,source_path,source_blob_sha256,line_start,line_end,rule_occurrence_id,rule_family_id,rule_summary,classification,owner,owner_action,required_inputs,interception_point,mechanism_candidate,current_plane,final_plane,disposition,defer_reason,rationale,remaining_witness_or_gap,exclusion_reason
baseline,le-e746eda9f0416c27,rule,shared/repository-guidelines.md,83042c40662237c9df1c503e863f4a6c14e21a31ceb59045c84187225b34f431,146,155,ro-2f4e43c97c75116f,rf-cbd1f63131c59c62,全 route で親が `qa_inputs` の `Task Spec`、`base`、`acceptance criteria`、`diff`、`evidence`、`surrounding context` と `common_evidence` の input-variant identity / common parent oracle を固定し、baseline self-QA を実行してから受入を裁定します。適用対象の `test_artifacts` は automated test、Gunte predicate/contract、fixture/oracle、EVAL であり、qa input と混同しません。 EVAL を test_artifact に含むことは、計画へ EVAL corpus を追加する既定義務ではありません。 reviewer を使う場合も baseline と起動理由を既存の確認観点・周辺 context と一緒に渡し、reviewer は追加観測だけを返します。`obligation`、`oracle`、`validation plane` の責任と最終 adjudication は親に残し、`test-quality-reviewer` は既存 scope 内の changed mutation、structural test、EVAL case の 品質だけを見ます。baseline 不適用の failure を再現できない限り、`test-quality-reviewer` の原稿・contracts は変更しません。 reviewer の Pass、Gunte check の結果、または文章の配置そのものを受入根拠にせず、applicable mutation evidence を含む親 evidence が不足する場合は accept せず `stop-incomplete` とします。,deterministic-contract-only,repository contributor or parent QA,repository contributor or parent QA applies the `Test QA baseline contract` obligation summarized as: 全 route で親が `qa_inputs` の `Task Spec`、`base`、`acceptance criteria`、`diff`、`evidence`、`surrounding context` と `common_evidence` の input-variant identity / common parent oracle を固定し、baseline self-QA を実行してから受入を裁定します。適用対象の `,"repository state, change scope, and acceptance evidence for `Test QA baseline contract`",repository change or parent-QA boundary in `Test QA baseline contract`,separate a deterministic decision from its Action at repository change or parent-QA boundary in `Test QA baseline contract`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `Test QA baseline contract` has no current mechanism consuming repository state, change scope, and acceptance evidence for `Test QA baseline contract` at repository change or parent-QA boundary in `Test QA baseline contract`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/repository-guidelines.md` remains its natural-language semantic Contract",natural-language source=shared/repository-guidelines.md:146-155,
baseline,le-35a1bc784f84d5f5,context,shared/repository-guidelines.md,83042c40662237c9df1c503e863f4a6c14e21a31ceb59045c84187225b34f431,156,156,,,<!-- @/contract -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
baseline,le-3cecf722ec28fbf4,context,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,1,1,,,<!-- @contract resolve-kernel-v1 -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
baseline,le-3a770e50fe0a65cf,context,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,2,2,,,# Resolve Kernel v1,,,,,,,,,context,,,,section label; obligations are in the section body
baseline,le-c1b40e4ea628ed68,context,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,3,3,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-2c54445dacaa0f87,rule,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,4,5,ro-b84af7e21a14aa95,rf-341512514fa94b2f,Kernel identity: `resolve-kernel-v1`. Kernel dependencies: `none`.,deterministic-contract-only,caller parent and consuming role,caller parent and consuming role applies the `Resolve Kernel v1` obligation summarized as: Kernel identity: `resolve-kernel-v1`. Kernel dependencies: `none`.,validated Kernel Data and caller inputs for `Resolve Kernel v1`,caller injection and consuming-role boundary in `Resolve Kernel v1`,separate a deterministic decision from its Action at caller injection and consuming-role boundary in `Resolve Kernel v1`,natural-language Contract,natural-language Contract,retain-contract-only,deferred: `Resolve Kernel v1` has no current mechanism consuming validated Kernel Data and caller inputs for `Resolve Kernel v1` at caller injection and consuming-role boundary in `Resolve Kernel v1`; adding that workflow/runtime interception is outside Issue #225,"editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/resolve-kernel.md` remains its natural-language semantic Contract",natural-language source=shared/resolve-kernel.md:4-5,
baseline,le-9f15b457b7fd7424,context,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,6,6,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-e0752b5966ba55fe,context,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,7,7,,,## 適用範囲,,,,,,,,,context,,,,section label; obligations are in the section body
baseline,le-91d6e3e2f6863128,context,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,8,8,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-3937cf07a2f726f8,rule,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,9,10,ro-0034fe3a2fe5666b,rf-6b9835a1cb96d40c,この v1 の caller は `proposal` と `plan-craft-approval` の2つに限定する。caller 固有 mapping は各 caller Skill が所有し、この Kernel は caller role mapping を複製しない。 共通 `resolve` Skill の新設と、他 workflow への適用は対象外である。,deterministic-contract-only,caller parent and consuming role,caller parent and consuming role applies the `適用範囲` obligation summarized as: この v1 の caller は `proposal` と `plan-craft-approval` の2つに限定する。caller 固有 mapping は各 caller Skill が所有し、この Kernel は caller role mapping を複製しない。 共通 `resolve` Skill の新設と、他 workflow への適用は対象外である。,validated Kernel Data and caller inputs for `適用範囲`,caller injection and consuming-role boundary in `適用範囲`,separate a deterministic decision from its Action at caller injection and consuming-role boundary in `適用範囲`,natural-language Contract,natural-language Contract,retain-contract-only,deferred: `適用範囲` has no current mechanism consuming validated Kernel Data and caller inputs for `適用範囲` at caller injection and consuming-role boundary in `適用範囲`; adding that workflow/runtime interception is outside Issue #225,"editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/resolve-kernel.md` remains its natural-language semantic Contract",natural-language source=shared/resolve-kernel.md:9-10,
baseline,le-94f58578ea4d2709,context,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,11,11,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-4a8f4bd6f745d7d9,context,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,12,12,,,## 規範の責務,,,,,,,,,context,,,,section label; obligations are in the section body
baseline,le-6831230a7d1668d2,context,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,13,13,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-d48c7ff9b4c3d1f6,rule,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,14,17,ro-27f58e945c5e9c10,rf-5c419cd412521c60,`resolve-kernel` は workflow や orchestration ではなく、現在すでに表面化している material な resolution point を解決するための resolution discipline である。Kernel は evidence source、固定 round 数、または workflow の完了判定を所有せず、新しい workflow-level status、ledger schema、public parameter を所有・導入しない。呼び出し側は既存の責務と返却形式へ この規範を mapping し、Kernel がその mapping を推測してはならない。,deterministic-contract-only,caller parent and consuming role,caller parent and consuming role applies the `規範の責務` obligation summarized as: `resolve-kernel` は workflow や orchestration ではなく、現在すでに表面化している material な resolution point を解決するための resolution discipline である。Kernel は evidence source、固定 round 数、または workflow の完了判定を所有せず、新しい workflow-level status、ledger sc,validated Kernel Data and caller inputs for `規範の責務`,caller injection and consuming-role boundary in `規範の責務`,separate a deterministic decision from its Action at caller injection and consuming-role boundary in `規範の責務`,natural-language Contract,natural-language Contract,retain-contract-only,deferred: `規範の責務` has no current mechanism consuming validated Kernel Data and caller inputs for `規範の責務` at caller injection and consuming-role boundary in `規範の責務`; adding that workflow/runtime interception is outside Issue #225,"editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/resolve-kernel.md` remains its natural-language semantic Contract",natural-language source=shared/resolve-kernel.md:14-17,
baseline,le-f4a3cc4009733f92,context,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,18,18,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-31090dce29b0f9b5,context,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,19,19,,,## Caller boundary と role,,,,,,,,,context,,,,section label; obligations are in the section body
baseline,le-6b339c7a9bfd0e86,context,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,20,20,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-1a9e507643a7a64d,rule,shared/resolve-kernel.md,62e661427b51414c357bce17af9d39d8b5f420e4c5463be0a1cdd99c37363bad,21,23,ro-be637ec9fde9dae4,rf-c22ee0d84adbedc9,caller は invocation boundary、execution bound、completion、返却語彙を所有する。caller が渡す current verified snapshot と必要な evidence が、この規範の入力である。不足、矛盾、読み取り失敗、または authority の不在を推測で 埋めず、caller-owned boundary へ返す。,deterministic-contract-only,caller parent and consuming role,caller parent and consuming role applies the `Caller boundary と role` obligation summarized as: caller は invocation boundary、execution bound、completion、返却語彙を所有する。caller が渡す current verified snapshot と必要な evidence が、この規範の入力である。不足、矛盾、読み取り失敗、または authority の不在を推測で 埋めず、caller-owned boundary へ返す。,validated Kernel Data and caller inputs for `Caller boundary と role`,caller injection and consuming-role boundary in `Caller boundary と role`,separate a deterministic decision from its Action at caller injection and consuming-role boundary in `Caller boundary と role`,natural-language Contract,natural-language Contract,retain-contract-only,deferred: `Caller boundary と role` has no current mechanism consuming validated Kernel Data and caller inputs for `Caller boundary と role` at caller injection and consuming-role boundary in `Caller boundary と role`; adding that workflow/runtime interception is outside Issue #225,"editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/resolve-kernel.md` remains its natural-language semantic Contract",natural-language source=shared/resolve-kernel.md:21-23,
