record_id,registry,predicate_id,kind,slice_or_path,invariant,current_validation_plane,final_validation_plane,heuristic_flag,disposition,rationale,applicable_mutation_or_nonapplicable_reason,replacement_ids,baseline_identity,final_identity
baseline:contracts/plan-craft-approval.toml:plan-craft-approval-round-limit-requires-b1875bbb3a81,contracts/plan-craft-approval.toml,plan-craft-approval-round-limit-requires-b1875bbb3a81,requires,slice:plan-craft-approval-handoff,slice:plan-craft-approval-handoff contains required witness: `round-limit`,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:372ed918278e57535ec2ae07de3e2d44b3e48c8626a206446a108336cc5aa399,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:372ed918278e57535ec2ae07de3e2d44b3e48c8626a206446a108336cc5aa399
baseline:contracts/plan-craft-approval.toml:plan-craft-approval-same-content-requires-b51fa9321183,contracts/plan-craft-approval.toml,plan-craft-approval-same-content-requires-b51fa9321183,requires,slice:plan-craft-approval-handoff,slice:plan-craft-approval-handoff contains required witness: 同一内容へ,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:e70a9174c24be6cad238fac946f804627e205edd36a9735fba19e2dc707f7468,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:e70a9174c24be6cad238fac946f804627e205edd36a9735fba19e2dc707f7468
baseline:contracts/plan-craft-approval.toml:plan-craft-approval-stop-requires-bf0cad0ca037,contracts/plan-craft-approval.toml,plan-craft-approval-stop-requires-bf0cad0ca037,requires,slice:plan-craft-approval-handoff,slice:plan-craft-approval-handoff contains required witness: `stop-incomplete`,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:2c41ad010d3b81373da2fce65bfe16c2de8fffe3e30c0c9df1c548c6952e845c,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:2c41ad010d3b81373da2fce65bfe16c2de8fffe3e30c0c9df1c548c6952e845c
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-advisor-direct-forbids-cb8dcd75e095,contracts/plan-craft-approval.toml,proposal-dialogue-advisor-direct-forbids-cb8dcd75e095,forbids,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary excludes forbidden witness: advisor insight をそのまま人間へ提示する,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:297714d6ca4f906e4c66cec1c64a3c938929e830ad86148a5c2af32a2540af23,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:297714d6ca4f906e4c66cec1c64a3c938929e830ad86148a5c2af32a2540af23
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-advisor-direct-variant-forbids-a51e10cfcfa2,contracts/plan-craft-approval.toml,proposal-dialogue-advisor-direct-variant-forbids-a51e10cfcfa2,forbids,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary excludes forbidden witness: advisor の raw insight を planner を介さず直接人間へ送る,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:9d3d1649a1f13ceafc404d12f4d907c8370478ae11452c4c4d750449527de9c1,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:9d3d1649a1f13ceafc404d12f4d907c8370478ae11452c4c4d750449527de9c1
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-advisor-phase-requires-171ecf2fc3d6,contracts/plan-craft-approval.toml,proposal-dialogue-advisor-phase-requires-171ecf2fc3d6,requires,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary contains required witness: advisor を固定 phase にせず,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:04a9b5f51ef0d7f1d8d8b55c0a55ccad5410048ced3eb504fabe47b40dc91309,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:04a9b5f51ef0d7f1d8d8b55c0a55ccad5410048ced3eb504fabe47b40dc91309
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-baseline-forbids-ea5775f199d5,contracts/plan-craft-approval.toml,proposal-dialogue-baseline-forbids-ea5775f199d5,forbids,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary excludes forbidden witness: baseline_round,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:dc6c7b2e78655a0509c8567e94f94d52e6a609fc83f830f092b2d677f591ab57,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:dc6c7b2e78655a0509c8567e94f94d52e6a609fc83f830f092b2d677f591ab57
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-decisions-requires-7b475f84ef04,contracts/plan-craft-approval.toml,proposal-dialogue-decisions-requires-7b475f84ef04,requires,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary contains required witness: `採用` / `却下` / `保留` / `修正して採用`,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:c1f2e12e4a5ac552addb6c1714272b4cd9250fa0492b46fde0657cc4ef49f391,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:c1f2e12e4a5ac552addb6c1714272b4cd9250fa0492b46fde0657cc4ef49f391
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-density-requires-b06fdf3ef4bc,contracts/plan-craft-approval.toml,proposal-dialogue-density-requires-b06fdf3ef4bc,requires,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary contains required witness: `A` / `B` / `C` は mode、enum、永続 state ではなく、判断点ごとの対話密度である。,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:83e71db8775c13ee955492183daf1adbb1a46056263c3261cac15c8cb9ec584e,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:83e71db8775c13ee955492183daf1adbb1a46056263c3261cac15c8cb9ec584e
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-empty-insight-requires-30f4ef1af0eb,contracts/plan-craft-approval.toml,proposal-dialogue-empty-insight-requires-30f4ef1af0eb,requires,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary contains required witness: `insights: []` を,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:ced9be4b569f4ea39aa4f57f552ba730ec497348dfff74b0f33310048b01772d,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:ced9be4b569f4ea39aa4f57f552ba730ec497348dfff74b0f33310048b01772d
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-fixed-density-variant-forbids-e85e310aa2a9,contracts/plan-craft-approval.toml,proposal-dialogue-fixed-density-variant-forbids-e85e310aa2a9,forbids,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary excludes forbidden witness: `A` / `B` / `C` は会話全体で固定 state,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:70bbeb884603aaf6b243aaac82911e44406115625dad31f026c6787d895898e3,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:70bbeb884603aaf6b243aaac82911e44406115625dad31f026c6787d895898e3
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-freeze-meaning-requires-ad7d432c50e6,contracts/plan-craft-approval.toml,proposal-dialogue-freeze-meaning-requires-ad7d432c50e6,requires,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary contains required witness: direction freeze は成果物全文ではなく、人間が 結果責任として確定した価値、重要な scope と exclude、責務、意図的な非採用、raw specification の意味判断を対象とする。 人間には方向性、実…,Gunte requires,EVAL: proposal-dialogue-verified-resolution-cycle + plan-craft-approval-final-handoff,issue-candidate,eval,Freeze scope and compression quality require behavior-level Human/parent outcomes rather than wording.,Deterministic text mutation is nonapplicable; freeze must follow Human-confirmed meaning and tolerate A nonsemantic rewording.,,61a7b056d00b495f457de6c759871c73190a0c3b:73a4f07bba548d29f9a5979492326b723ade85cba3c6eb16194a4808cdc4b0ec,absent
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-freeze-requires-41ed8038cc5f,contracts/plan-craft-approval.toml,proposal-dialogue-freeze-requires-41ed8038cc5f,requires,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary contains required witness: direction freeze 候補は、採用提案が反映・verification 済み、主要判断が明示裁定済み、保留事項が scope 外へ分離済み、 blocking な人間判断がなく、ユーザーが現在の方向を確認済みの場合だけ成立…,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:694942a75b15bcc72ddcb7195bb6c5efc6db58989696a19141af41bd9b4bcd2a,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:694942a75b15bcc72ddcb7195bb6c5efc6db58989696a19141af41bd9b4bcd2a
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-insight-question-requires-fef19f44e2e5,contracts/plan-craft-approval.toml,proposal-dialogue-insight-question-requires-fef19f44e2e5,requires,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary contains required witness: insight から質問を自動生成しない,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:8bef9b1ef1be8eec492e002f0560475701be77e232895ee7a2f079d276cafa2b,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:8bef9b1ef1be8eec492e002f0560475701be77e232895ee7a2f079d276cafa2b
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-kernel-advisor-data-requires-0ca25afaa214,contracts/plan-craft-approval.toml,proposal-dialogue-kernel-advisor-data-requires-0ca25afaa214,requires,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary contains required witness: `plan-quality-advisor` 起動時は既取得 Data を既存の判定基準として渡す。,Gunte requires,Gunte coherent necessity loader Data + EVAL: necessity-kernel-*,no,structure,Isolated loader/mapping words could match unrelated prose.,Break dialogue necessity loader Data or evaluate necessity cases.,dialogue-necessity-loader-data-60972c4af8eb,61a7b056d00b495f457de6c759871c73190a0c3b:aee15b6df0ebd49936139fee077c93b1ee1f4dae9f8dd1e5d71340e38db8222c,absent
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-kernel-advisor-requires-d7887b272940,contracts/plan-craft-approval.toml,proposal-dialogue-kernel-advisor-requires-d7887b272940,requires,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary contains required witness: plan-quality-advisor,Gunte requires,Gunte coherent necessity loader Data + EVAL: necessity-kernel-*,no,structure,Isolated loader/mapping words could match unrelated prose.,Break dialogue necessity loader Data or evaluate necessity cases.,dialogue-necessity-loader-data-60972c4af8eb,61a7b056d00b495f457de6c759871c73190a0c3b:662fb217bb6a5e05df5131d6801339c92f2b1f655634d4968581a8ba28fe9a4e,absent
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-kernel-budget-requires-a49ca7e244dc,contracts/plan-craft-approval.toml,proposal-dialogue-kernel-budget-requires-a49ca7e244dc,requires,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary contains required witness: round budget,Gunte requires,Gunte coherent necessity loader Data + EVAL: necessity-kernel-*,no,structure,Isolated loader/mapping words could match unrelated prose.,Break dialogue necessity loader Data or evaluate necessity cases.,dialogue-necessity-loader-data-60972c4af8eb,61a7b056d00b495f457de6c759871c73190a0c3b:8e3e8ab7254fd09efbd792ae3968c4c2b4e18f819d83bdfc1ed39d1413e43375,absent
baseline:contracts/plan-craft-approval.toml:proposal-dialogue-kernel-context-requires-3037baa340d6,contracts/plan-craft-approval.toml,proposal-dialogue-kernel-context-requires-3037baa340d6,requires,slice:proposal-dialogue-boundary,slice:proposal-dialogue-boundary contains required witness: 必要な周辺 context,Gunte requires,Gunte coherent necessity loader Data + EVAL: necessity-kernel-*,no,structure,Isolated loader/mapping words could match unrelated prose.,Break dialogue necessity loader Data or evaluate necessity cases.,dialogue-necessity-loader-data-60972c4af8eb,61a7b056d00b495f457de6c759871c73190a0c3b:23548ca5bb2ec2c55f6847884c72ba2cda0ec557ae06e0adbe6318509407c1d4,absent
